refID,Custom Name,Date,Address,Style,Architect,District,Resident,Description,Image Location 1,Image Caption 1,Image Location 2,Image Caption 2,Image Location 3,Image Caption 3,Image Location 4,Image Caption 4,Rating,Latitude,Longitude,Sequence,Slug
ND-SB-01552,,1897,811 Leland Avenue,Free Classic,,Chapin Park,,"This house was built in 1897 for Daniel Rich, an attorney, and Martha Rich. They raised one son who was also named Daniel (b. 1867). By 1930, Elwyn, a plumber, and Ida Fienhold purchased the Free Classic house for their residence. They rented rooms to Richard and Dorothy Stitgel and Earl and Hattie Bird.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-166.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-167.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-168.jpg,"Image credit: University of Notre Dame, Architecture Library",,,Contributing,41.68683,-86.258851,246,nd-sb-01552
ND-SB-01553,,before 1899,805 Leland Avenue,Free Classic,,Chapin Park,,"Charles and Lillian Kreighbaum moved to this Free Classic house by 1899 from 615 E. Priscilla. Charles was a partner in the law firm Romig and Kreighbaum. They raised one son, Wallace, who became an osteopathic doctor. Lillian survived her husband and resided at this address until 1932.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-169.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-170.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-171.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-172.jpg,"Image credit: University of Notre Dame, Architecture Library",Non-contributing,41.686641,-86.258848,247,nd-sb-01553
ND-SB-01554,,1899,814 Ashland,Queen Anne,,Chapin Park,,"Ryell and Anne Shetterley Miller built this house as an investment property by 1899. Ryell was an attorney and notary public who invested in real estate and developed Shetterley Place from 1891 onwards. Residents of this Queen Anne house include: Charles and Myrtle Petty, Edward Morse, Isaac Miller, Louis and Catherine Teuscher and John Hoke.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative039.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative040.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-173.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-174.jpg,"Image credit: University of Notre Dame, Architecture Library",Contributing,41.686846,-86.259102,262,nd-sb-01554
ND-SB-01555,,1904,820 Ashland,Queen Anne,,Chapin Park,,"William and Mattie Dunkle built this duplex as an investment property in 1903 or 1904. Rev. Samuel Beck, a retired minister, and his wife lived in one part of the Queen Anne duplex, and Horace Zimmerman, an employee at the Timer Printing Co., and his wife Bertha, lived in the other.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative018.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative019.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-176.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-177.jpg,"Image credit: University of Notre Dame, Architecture Library",Contributing,41.686943,-86.259221,263,nd-sb-01555
ND-SB-01556,,1900,706 Rex Street,Gabled-Ell,,Chapin Park,,"William Boyd, president of the South Bend Lumber Company, built this house as an income property in 1900. William also built 427 and 431 Lamont Terrace, and possibly 858 Forest Avenue. The first resident in this house, Arthur Freeman, was a bookkeeper at Oliver Chilled Plow Works. Subsequent residents include: Homer Moore (1906) and Willard and Alice Orvis (1908-1916).",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative575.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative576.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-209.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-210.jpg,"Image credit: University of Notre Dame, Architecture Library",Notable,41.687058,-86.260118,253,nd-sb-01556
ND-SB-01557,,1895,835 Ashland,Queen Anne,,Chapin Park,,"By 1895, George and Fannie Hodson had built this house as a rental and held title of it until 1904. George was a carpenter, owned a lumber mill and built 723 Park Avenue. George H. Hodson, George's namesake, and his wife Mabel, lived at this address from 1901-1904. Homer and Ottilie Miller purchased the Queen Anne house from the Hodsons by 1912. Ottilie resided here into the 1950s.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative027.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative028.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-212.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-213.jpg,"Image credit: University of Notre Dame, Architecture Library",Contributing,41.68699,-86.259943,254,nd-sb-01557
ND-SB-01558,,c1904,833 Ashland,American Foursquare,,Chapin Park,,"William P. and Iva Miller built this house around 1904 as an investment property. William drove for the South Bend Auto Patrol. From 1908 until 1915, William Bird Pond and his wife, Cordelia, resided in this house with their daughter, Jean, and a live-in servant, Josephine Bugzynski. William managed a wagon works factory.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative025.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative026.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-216.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-217.jpg,"Image credit: University of Notre Dame, Architecture Library",Contributing,41.686881,-86.259805,255,nd-sb-01558
ND-SB-01559,,1908,825 Ashland,Queen Anne,,Chapin Park,,"Frank and Nettie Hull purchased this property from Ryell and Anne Shetterley Miller in 1902 and built the house by 1908. Frank worked for the South Bend News as a linotype operator. He and Nettie raised two sons, Russel and John. In 1912, Samuel Perley and his family had moved to this address. By 1920, Harry, a lawyer, and Ruth Taylor had purchased the Queen Anne house and lived here into the 1950s.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative015.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative016.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-218.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-219.jpg,"Image credit: University of Notre Dame, Architecture Library",Contributing,41.686798,-86.259654,256,nd-sb-01559
ND-SB-01560,,1901,821 Ashland,American Foursquare,,Chapin Park,,"Built by 1901, Ralph and Ella Harris were the first residents. Ralph was a cashier for Standard Oil. By 1904, Isaac and Cora D. Van Gorder had purchased the American Foursquare house and lived here until 1941, the year of Isaac's death. Isaac owned a millinery store. They raised two daughters, Irma and Gladys. The front porch was replaced with a front stoop in 1949.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative022.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative023.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-221.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-222.jpg,"Image credit: University of Notre Dame, Architecture Library",Contributing,41.686685,-86.259528,257,nd-sb-01560
ND-SB-01561,,1891,817 Ashland,Gabled-Ell,,Chapin Park,,"This house was built in 1891 for Ammon, a printer and compositor for the South Bend Times, and Amelia Snyder. They raised five children, Nelson, Wilson, Lucian, Carrol and Leroy. Ammon passed away between 1917 and 1919 and Amelia passed away in 1930. Their daughter, Carrol Snyder Pollock, inherited the family home.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-227.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-228.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-229.jpg,"Image credit: University of Notre Dame, Architecture Library",,,Contributing,41.686573,-86.259433,258,nd-sb-01561
ND-SB-01562,,1894,815 Ashland,Gabled-Ell,,Chapin Park,,"This house was built circa 1894. Arthur B. Turner, a bookkeeper for Singer's, was an early resident; he lived here from 1896 until 1908. In 1928, he died as a result of injuries sustained in a car accident in Memphis, Tennessee. John, a salesman for a wagon factory, and Eva Madden rented the residence from 1910 until 1912.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-230.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-231.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-232.jpg,"Image credit: University of Notre Dame, Architecture Library",,,Non-contributing,41.686473,-86.259312,259,nd-sb-01562
ND-SB-01563,,c1896,813 Ashland,Queen Anne,Freyermuth & Maurer,Chapin Park,,"Built circa 1896, the first owners of the home were Frank C. Freyermuth and Elizabeth Bast Freyermuth. Frank was a cabinetmaker, salesman for art companies and the proprietor of an art store located at 114 N. Michigan. Architect Ennis R. and, wife Elsie Austin lived in the home in the 1920s.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative036.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative037.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-233.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-234.jpg,"Image credit: University of Notre Dame, Architecture Library",Contributing,41.686373,-86.259164,260,nd-sb-01563
ND-SB-01564,,1900,807 Ashland,American Foursquare,,Chapin Park,,"This house was most likely constructed in 1900 for Walter and Edith Pershing. Walter was a manufacturer of 'blank books.' He and his wife raised their two children, Marguerite and Dorothy. Walter died in 1923 and his heirs then sold the house.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-237.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-238.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-239.jpg,"Image credit: University of Notre Dame, Architecture Library",,,Contributing,41.686267,-86.259027,261,nd-sb-01564
ND-SB-01565,,1906,803 Ashland,Queen Anne,,Chapin Park,,"Built by 1906, John J. Wollpert, the manager of a cigar shop in the Oliver Hotel, and his wife, Ennis, lived in this Queen Anne with their three children, Helen, Jean and John. Charles A. Bacon, a research engineer for Oliver Plow, is listed at the address in 1916.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-240.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-241.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-242.jpg,"Image credit: University of Notre Dame, Architecture Library",,,Contributing,41.686189,-86.258905,248,nd-sb-01565
ND-SB-01566,,c1897,751 Leland Avenue,Gabled-Ell,,Chapin Park,,"This house was built around 1897. Iden Romig is listed as the principal resident of this Gabled-Ell in 1899. Later residents include Israel J. Staples, Herbert Vanderbeek, John F. Baldwin, Walter and Bertha East, and Eugene and Elizabeth Miller.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-243.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-244.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-245.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-246.jpg,"Image credit: University of Notre Dame, Architecture Library",Non-contributing,41.686015,-86.258824,249,nd-sb-01566
ND-SB-01567,,1908,747 Leland Avenue,Queen Anne,,Chapin Park,,"Built between 1906 and 1908 as an investment property, several families resided here from 1908 until 1919. Evelyn and LeRoy Jaquith purchased the Queen Anne house by 1919 and resided here until the late 1930s when the Jaquiths began to rent out the house. In 1944/45, the house was converted into two apartments and has continued to be an investment property.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-247.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-248.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-249.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-250.jpg,"Image credit: University of Notre Dame, Architecture Library",Contributing,41.68588,-86.258819,250,nd-sb-01567
ND-SB-01569,,1923,739 Leland Avenue,American Foursquare,,Chapin Park,,"This house was built in 1923 for William and Martha Blankenbaker, and their daughter, Mabel. William worked as a freight agent and mail carrier for a railroad company. The Blankenbakers lived in the American Foursquare into the 1930s.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative257.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative258.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-255.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-256.jpg,"Image credit: University of Notre Dame, Architecture Library",Contributing,41.685493,-86.258805,252,nd-sb-01569
ND-SB-01570,,1937,728 Portage Avenue,20th-Century Functional,,Chapin Park,,"Built in 1937, the brick building housed the Marx Apartments into the 1960s. The building contained five or six apartments and was owned by Emil Marx.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-258.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-259.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-260.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-261.jpg,"Image credit: University of Notre Dame, Architecture Library",Contributing,41.685303,-86.258808,83,nd-sb-01570
ND-SB-01571,,1930,736 Portage Avenue,20th-Century Functional,,Chapin Park,,"Known as the Portage Apartments, this brick apartment building was constructed between 1925 and 1930 and contained four to five flats. Vacant for many years, the building is under construction and will remain an apartment complex.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-263.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-264.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-265.jpg,"Image credit: University of Notre Dame, Architecture Library",,,Contributing,41.685441,-86.258978,82,nd-sb-01571
ND-SB-01572,,1908,740 Portage Avenue,Gabled-Ell,,Chapin Park,,"Built between 1906 and 1908, John Fitzgibbon is listed as the principal resident in 1908. He resided in the house with his wife, Stella, and their children: John, George, Ralph and Ruth. John Dunfer and George McClary boarded with the Fitzgibbon family in 1910.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative542.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative543.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-266.jpg,"Image credit: University of Notre Dame, Architecture Library",,,Contributing,41.685601,-86.259083,81,nd-sb-01572
ND-SB-01573,,1823,742 Portage Avenue,Bungalow,,Chapin Park,,"Alza and Paul Brass built this house in 1923 as an investment property. The first recorded resident was Townsend Taylor, an automobile enthusiast, secretary for the South Bend Motor Coach Club and treasurer for the Hoosier Auto Association. By 1938, John and Florence Zook had purchased the Bungalow.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative545.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative546.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-267.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-268.jpg,"Image credit: University of Notre Dame, Architecture Library",Notable,41.685656,-86.259212,80,nd-sb-01573
ND-SB-01574,,c1920,744 Portage Avenue,Gable Front,,Chapin Park,,"Records date this house to circa 1920. For many years, this Gable Front was an investment property. Residents included: Ellis Cannon, Robert Everett, Clarence Harris, Stanley Wyatt, Glenn Fenimore and Paul Hamilton.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative571.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative572.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-270.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-271.jpg,"Image credit: University of Notre Dame, Architecture Library",Contributing,41.685725,-86.259306,79,nd-sb-01574
ND-SB-01575,,before 1898,748 Portage Avenue,Gable Front,,Chapin Park,,"Known as 728 Portage Avenue before 1908, this house was built prior to 1898. In 1898, Rezeau, a mason, and Nancy Brown were residents. By 1903, the Gable Front house was converted into two or more apartments. Mrs. Evelyn Dilling Watkins, a widow, resided in the home from 1903 until 1910. Subsequent residents include: Charles and Mary Dolk, Guy Rohrer, George Sparks and Jay Harris.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-273.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-274.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-275.jpg,"Image credit: University of Notre Dame, Architecture Library",,,Contributing,41.685841,-86.259382,78,nd-sb-01575
ND-SB-01576,,1951,750 Portage Avenue,Minimal Traditional,,Chapin Park,,"Reuben and Bertha Miller built this house in 1951 as an investment property. At that time, the brick building contained two apartments. The first residents were W.D. Kennedy and William Evans. By 1968, it had been converted into four apartments.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-276.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-277.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-278.jpg,"Image credit: University of Notre Dame, Architecture Library",,,Contributing,41.685931,-86.259505,77,nd-sb-01576
ND-SB-01577,,1925,756 Portage Avenue,American Foursquare,,Chapin Park,,"Built between 1919 and 1925, Mrs. Ida North owned the property into the late 1930s. Mrs. North was a corsetiere and managed a shop called the Nu-Bone Corset Shoppe. By 1944, Harold and Mattie Smith had purchased the American Foursquare house. It later became the Portage Foot Clinic and Surgicenter owned by Richard J. Dieter, a podiatrist.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-279.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-280.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-281.jpg,"Image credit: University of Notre Dame, Architecture Library",,,Non-contributing,41.686036,-86.259629,76,nd-sb-01577
ND-SB-01578,,1908,760 Portage Avenue,American Foursquare,,Chapin Park,,"This house was constructed between 1906 and 1908 as an investment property. Noel Richardson is listed as the first resident in 1908. By 1914, Ezekiel and Helen Garwood had purchased the house for their family. Between 1916 and 1919, Ezekiel passed away, and Helen lived in the home for a few more years. They raised two sons, Clarence and Stanley.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-282.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-283.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-284.jpg,"Image credit: University of Notre Dame, Architecture Library",,,Contributing,41.686124,-86.259761,75,nd-sb-01578
ND-SB-01579,,1916,764 Portage Avenue,Bungalow,,Chapin Park,,"A part of C.E. Smith's subdivision, this house was built between 1915 and 1916. By 1925, John and Thespina Vouros had purchased the Bungalow. Thespina resided here into the 1950s.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-285.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-286.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-287.jpg,"Image credit: University of Notre Dame, Architecture Library",,,Contributing,41.686256,-86.259971,73,nd-sb-01579
ND-SB-01580,,1916,768 Portage Avenue,Bungalow,,Chapin Park,,"Built in 1915 or 1916, this house was an investment property for several years. Hollis Cover resided here for an extended time from 1925 to at least 1932. Charles Quillen purchased the Bungalow by 1944 and resided in it into the late 1960s.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative568.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative569.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-288.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-289.jpg,"Image credit: University of Notre Dame, Architecture Library",Contributing,41.686324,-86.260052,72,nd-sb-01580
ND-SB-01581,,1915,802 Portage Avenue,Bungalow,,Chapin Park,,"This house was built in 1915; the 1916 city directory listed it as new. Benjamin and Katherine Bihlmire had purchased the house by 1919. Benjamin was an office manager for an automobile company. They raised two sons, Stephen and John. By 1925, Charles Hobbs had purchased the Bungalow; he resided here into the 1950s.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-291.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-292.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-293.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-294.jpg,"Image credit: University of Notre Dame, Architecture Library",Contributing,41.68644,-86.260168,70,nd-sb-01581
ND-SB-01582,,1916,804 Portage Avenue,Bungalow,,Chapin Park,,"Built in 1915 or 1916 by C.E. Smith, the Bungalow served as an investment property for a few years. Coy Walker, Mrs. Mary Baron, Norma Frick, a nurse, and Anna Renkosek, also a nurse, were a few of the residents. Loyal and Faye Longcor purchased the house between 1932 and 1938. Mrs. Longcor resided in the house into the late 1960s.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative565.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative566.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-295.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/ChapinPark-5-14-296.jpg,"Image credit: University of Notre Dame, Architecture Library",Contributing,41.686481,-86.260243,69,nd-sb-01582
ND-SB-01625,,1906,703 Leland Avenue,American Foursquare,,Chapin Park,,"Christian Grimm, a German native, purchased this lot in 1902. By 1906, he had built this house for himself and his wife, Flora. Grimm owned and operated a butcher shop located at 630 Portage Avenue, also located within the district. Christian and Flora Grimm lived in the American Foursquare house until their deaths in 1955 and 1956.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/6-10-2015/Chapin-Park-6-10-2015-073.jpg,Image credit: University of Notre Dame Architecture Library,http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/6-10-2015/Chapin-Park-6-10-2015-074.jpg,Image credit: University of Notre Dame Architecture Library,http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/6-10-2015/Chapin-Park-6-10-2015-075.jpg,Image credit: University of Notre Dame Architecture Library,,,Notable,41.684089,-86.258606,65,nd-sb-01625
